time_s,position_mm,velocity_m_s,current_A,force_N,restoring_force_N,back_emf_V,flux_linkage_Wb
0.0221,1.09,0.0,0.22130676185756298,409.858673366944,6.635,0.0,3.668323533251396
0.0222,1.09,0.0,0.22231069642187465,413.3441669715346,6.635,0.0,3.683897362346715
0.0223,1.09,0.0,0.22331451404007913,416.839859644646,6.635,0.0,3.69945111344671
0.0224,1.09,0.0,0.22431822696194895,420.3456937781588,6.635,0.0,3.714984788798218
0.022500000000000003,1.09,0.0,0.22532184742858521,423.8616117906759,6.635,0.0,3.730498390402373
0.022600000000000002,1.09,0.0,0.22632538780495512,427.3875561436634,6.635,0.0,3.745991920009855
0.0227,1.09,0.0,0.22732886037340563,430.9234691619848,6.635,0.0,3.761465379116218
0.0228,1.09,0.0,0.2283322777762477,434.4692926514825,6.635,0.0,3.776918768986827
0.0229,1.09,0.0,0.22933565176945175,438.0249700205276,6.635,0.0,3.792352090597829
0.023,1.09,0.0,0.23033899475224132,441.590443230259,6.635,0.0,3.807765344719498
0.023100000000000002,1.09,0.0,0.2313423188423713,445.1656545743865,6.635,0.0,3.823158531856588
0.023200000000000002,1.09,0.0,0.23234563629871352,448.7505464256408,6.635,0.0,3.838531652266605
0.0233,1.09,0.0,0.23334895958728935,452.3450609365545,6.635,0.0,3.853884705966779
0.0234,1.09,0.0,0.2343523005629066,455.9491408787848,6.635,0.0,3.869217692704457
0.0235,1.09,0.0,0.23535567154214151,459.5627284281233,6.635,0.0,3.884530612009069
0.0236,1.09,0.0,0.23635908463411517,463.185766085665,6.635,0.0,3.899823463150269
0.023700000000000002,1.09,0.0,0.23736255188034205,466.8181959847163,6.635,0.0,3.915096245151319
0.0238,1.09,0.0,0.23836608547223057,470.4599604791642,6.635,0.0,3.930348956791596
0.0239,1.09,0.0,0.23936969754116913,474.1110024176477,6.635,0.0,3.945581596586457
0.024,1.09,0.0,0.24037340091031845,477.7712639949272,6.635,0.0,3.960794162807928
0.0241,1.09,0.0,0.2413772088312707,481.440687924672,6.635,0.0,3.975986653439825
0.024200000000000003,1.09,0.0,0.24238113595515978,485.1192168251981,6.635,0.0,3.991159066151476
0.024300000000000002,1.09,0.0,0.24338519883925205,488.8067935526366,6.635,0.0,4.006311398300664
0.0244,1.09,0.0,0.24438941541952228,492.503361051947,6.635,0.0,4.021443646900332
0.0245,1.09,0.0,0.2453938047232552,496.2088623184694,6.635,0.0,4.036555808590435
0.0246,1.09,0.0,0.24639838664084807,499.9232403314749,6.635,0.0,4.051647879609293
0.0247,1.09,0.0,0.24740318185518917,503.6464379403881,6.635,0.0,4.066719855791965
0.024800000000000003,1.09,0.0,0.2484082114739474,507.3783980752869,6.635,0.0,4.08177173254178
0.024900000000000002,1.09,0.0,0.2494134969251557,511.119063850895,6.635,0.0,4.096803504817096
0.025,1.09,0.0,0.25041906038284145,514.8683772690763,6.635,0.0,4.111815167161251
0.0251,1.09,0.0,0.25142492395392,518.6262811645323,6.635,0.0,4.126806713628673
0.0252,1.09,0.0,0.25243111024327386,522.3927181766604,6.635,0.0,4.141778137840113
0.0253,1.09,0.0,0.25343764174209527,526.1676306860344,6.635,0.0,4.156729432910892
0.025400000000000002,1.09,0.0,0.254444542093364,529.9509604797496,6.635,0.0,4.171660591561982
0.025500000000000002,1.09,0.0,0.25545183440223956,533.7426497953712,6.635,0.0,4.186571605960129
0.0256,1.09,0.0,0.25645954229807216,537.54264050371,6.635,0.0,4.201462467817584
0.0257,1.09,0.0,0.2574676896588278,541.3508743089959,6.635,0.0,4.216333168357247
0.0258,1.09,0.0,0.25847630058719095,545.1672927890328,6.635,0.0,4.231183698320223
0.025900000000000003,1.09,0.0,0.2594853992065431,548.9918372489497,6.635,0.0,4.246014047946389
0.026000000000000002,1.09,0.0,0.2604950098321116,552.8244489144623,6.635,0.0,4.260824206992712
0.0261,1.09,0.0,0.26150515677958786,556.6650687350408,6.635,0.0,4.275614164710305
0.0262,1.09,0.0,0.26251586440449454,560.5136374061757,6.635,0.0,4.290383909853901
0.0263,1.09,0.0,0.2635271571930176,564.3700942753364,6.635,0.0,4.305133426761536
0.0264,1.09,0.0,0.264539059793897,568.2343820264155,6.635,0.0,4.319862710995159
0.026500000000000003,1.09,0.0,0.2655515969313161,572.1064393803964,6.635,0.0,4.334571745899936
0.026600000000000002,1.09,0.0,0.2665647933497968,575.9862060325008,6.635,0.0,4.349260518214357
0.0267,1.09,0.0,0.2675786738865584,579.8736214768178,6.635,0.0,4.363929014177674
0.0268,1.09,0.0,0.2685932633652027,583.7686250370449,6.635,0.0,4.378577219523519
0.0269,1.09,0.0,0.2696085866476964,587.6711557954341,6.635,0.0,4.393205119472535
0.027,1.09,0.0,0.27062466862705586,591.5811527294418,6.635,0.0,4.407812698748277
0.027100000000000003,1.09,0.0,0.27164153416372205,595.498554618072,6.635,0.0,4.422399941571922
0.027200000000000002,1.09,0.0,0.2726592080711695,599.423300092212,6.635,0.0,4.436966831650516
0.0273,1.09,0.0,0.2736777152345805,603.3553276391052,6.635,0.0,4.451513352177212
0.0274,1.09,0.0,0.2746970806790255,607.2945755993154,6.635,0.0,4.466039485805122
0.0275,1.09,0.0,0.2757173297394236,611.2409822037897,6.635,0.0,4.480545214674154
0.027600000000000003,1.09,0.0,0.27673848811465945,615.1944855783034,6.635,0.0,4.495030520328494
0.027700000000000002,1.09,0.0,0.27776058275860427,619.1550237735468,6.635,0.0,4.509495383449393
0.027800000000000002,1.09,0.0,0.27878364513507137,623.1225351913811,6.635,0.0,4.523939783330769
0.0279,1.09,0.0,0.27980771367374774,627.0969582358662,6.635,0.0,4.538363698505058
0.028,1.09,0.0,0.28083283238640044,631.0782322197676,6.635,0.0,4.552767106934337
0.0281,1.09,0.0,0.28185904897415276,635.0662962818886,6.635,0.0,4.567149985665966
0.028200000000000003,1.09,0.0,0.28288641418170046,639.0610889123849,6.635,0.0,4.581512310822993
0.028300000000000002,1.09,0.0,0.2839149806921556,643.0625497952384,6.635,0.0,4.595854057230636
0.0284,1.09,0.0,0.2849448038980508,647.0706168741636,6.635,0.0,4.610175198794858
0.0285,1.09,0.0,0.28597594090792133,651.0852280247253,6.635,0.0,4.624475708205837
0.0286,1.09,0.0,0.28700845023736166,655.1063211270831,6.635,0.0,4.638755556894592
0.0287,1.09,0.0,0.28804239210004,659.1338331112408,6.635,0.0,4.65301471502391
0.028800000000000003,1.09,0.0,0.28907782798240234,663.1677005602646,6.635,0.0,4.667253151589399
0.028900000000000002,1.09,0.0,0.2901148205112295,667.2078596080647,6.635,0.0,4.681470834151902
0.029,1.09,0.0,0.2911534334122447,671.254245478449,6.635,0.0,4.695667729055278
0.0291,1.09,0.0,0.2921937313287656,675.3067930112211,6.635,0.0,4.709843801319473
0.0292,1.09,0.0,0.29323577961152875,679.3654363290408,6.635,0.0,4.723999014557965
0.029300000000000003,1.09,0.0,0.2942796440797691,683.4301093750067,6.635,0.0,4.738133330993641
0.029400000000000003,1.09,0.0,0.2953253914470432,687.5007436171611,6.635,0.0,4.752246711751481
0.029500000000000002,1.09,0.0,0.29637308861918943,691.5772719645665,6.635,0.0,4.766339116419514
0.0296,1.09,0.0,0.29742280270392596,695.659625339688,6.635,0.0,4.780410503166571
0.0297,1.09,0.0,0.29847460115710844,699.7477340984013,6.635,0.0,4.794460828884867
0.0298,1.09,0.0,0.2995285518260403,703.841527718461,6.635,0.0,4.808490048756877
0.029900000000000003,1.09,0.0,0.30058472323146807,707.9409348988457,6.635,0.0,4.822498116730584
0.030000000000000002,1.09,0.0,0.30164318425712844,712.0458835639541,6.635,0.0,4.836484985543631
0.030100000000000002,1.09,0.0,0.30270400373259965,716.156300735014,6.635,0.0,4.850450606452088
0.0302,1.09,0.0,0.30376725072402966,720.2721125157129,6.635,0.0,4.864394929173211
0.0303,1.09,0.0,0.3048329946143429,724.3932441764535,6.635,0.0,4.87831790216998
0.0304,1.09,0.0,0.3059013049101436,728.5196197789373,6.635,0.0,4.892219472298961
0.030500000000000003,1.09,0.0,0.3069722515898605,732.651162117051,6.635,0.0,4.906099585014451
0.030600000000000002,1.09,0.0,0.3080459048617511,736.7877929755048,6.635,0.0,4.919958184533494
0.0307,1.09,0.0,0.30912233541734646,740.9294331752727,6.635,0.0,4.93379521324614
0.0308,1.09,0.0,0.31020161509593325,745.0760026093079,6.635,0.0,4.947610611265981
0.0309,1.09,0.0,0.31128382014603273,749.227419721198,6.635,0.0,4.961404312870993
0.031,1.09,0.0,0.3123690449280341,753.3836014654966,6.635,0.0,4.975176240289242
0.031100000000000003,1.09,0.0,0.3134574131864232,757.5444679613455,6.635,0.0,4.988926315211218
